hhid,adm1,adm2,res,pc_expenditure,sep_quintile,res_quintile,year,month,survey_wgt,afe,ea
428_1,Kolda,Kolda,Urban,5681194.5,4,4,2022,7,144.893500272642,5.3570475774770845,428
428_8,Kolda,Kolda,Urban,2308813.75,1,1,2022,6,144.893500272642,8.005125098210389,428
428_6,Kolda,Kolda,Urban,3111929,2,2,2022,5,144.893500272642,6.96503954604976,428
428_13,Kolda,Kolda,Urban,1796631.125,1,1,2022,5,456.147454746899,4.2178514185945,428
428_10,Kolda,Kolda,Urban,4932225.5,4,3,2022,5,144.893500272642,3.891201047577477,428
428_12,Kolda,Kolda,Urban,4807432.5,4,3,2022,5,144.893500272642,8.935003753819293,428
428_2,Kolda,Kolda,Urban,3501143.75,3,2,2022,5,144.893500272642,6.9505711043212575,428
428_4,Kolda,Kolda,Urban,5234606.5,4,3,2022,5,144.893500272642,8.45251156700131,428
428_11,Kolda,Kolda,Urban,3385672.25,3,2,2022,7,144.893500272642,9.456439982540376,428
428_9,Kolda,Kolda,Urban,5105198.5,4,3,2022,5,144.893500272642,12.018442252291576,428
428_3,Kolda,Kolda,Urban,4708279,4,3,2022,5,144.893500272642,7.1539519860323,428
428_7,Kolda,Kolda,Urban,4054791.5,3,3,2022,5,144.893500272642,12.476707114797032,428
429_1,Kolda,Kolda,Urban,2614542.75,2,1,2021,12,183.226926016639,13.559299519860323,429
429_6,Kolda,Kolda,Urban,3423895.75,3,2,2021,12,183.226926016639,9.900888345700567,429
429_2,Kolda,Kolda,Urban,2085893.875,1,1,2021,12,183.226926016639,11.338586468790922,429
429_7,Kolda,Kolda,Urban,3956929.75,3,2,2021,12,183.226926016639,13.550123090353559,429
429_8,Kolda,Kolda,Urban,1875336.5,1,1,2021,12,183.226926016639,8.42678166739415,429
429_9,Kolda,Kolda,Urban,1890232.25,1,1,2021,12,183.226926016639,6.047794325621999,429
429_3,Kolda,Kolda,Urban,1845220.75,1,1,2021,12,183.226926016639,6.728390048013968,429
429_13,Kolda,Kolda,Urban,4925007,4,3,2021,12,624.720527198775,16.326209340899172,429
429_4,Kolda,Kolda,Urban,2095762.25,1,1,2021,12,183.226926016639,10.813075862068965,429
429_10,Kolda,Kolda,Urban,1832376.5,1,1,2021,12,183.226926016639,4.30586468790921,429
429_5,Kolda,Kolda,Urban,1407060.25,1,1,2021,12,183.226926016639,5.062813443910956,429
429_11,Kolda,Kolda,Urban,1719992.875,1,1,2021,12,183.226926016639,5.662988040157137,429
430_1,Kolda,Kolda,Rural,1658004.75,1,1,2021,12,230.846401308129,9.65105054561327,430
430_10,Kolda,Kolda,Rural,12709726,5,5,2021,11,230.846401308129,23.79593644696639,430
430_9,Kolda,Kolda,Rural,4587802,4,4,2022,1,230.846401308129,13.961525272806634,430
430_7,Kolda,Kolda,Rural,2681433.5,2,2,2021,11,230.846401308129,9.063531732867743,430
430_4,Kolda,Kolda,Rural,2888163.5,2,3,2022,1,230.846401308129,24.34925290266259,430
430_2,Kolda,Kolda,Rural,1604913.625,1,1,2021,11,787.20218542350494,5.1027928415539066,430
430_5,Kolda,Kolda,Rural,3392322,3,3,2022,1,230.846401308129,22.444717590571802,430
430_6,Kolda,Kolda,Rural,9469576,5,5,2021,12,230.846401308129,28.39078760366652,430
430_8,Kolda,Kolda,Rural,3438319.25,3,3,2021,11,230.846401308129,12.993905194238325,430
430_3,Kolda,Kolda,Rural,7118836.5,5,5,2021,11,230.846401308129,23.844702575294633,430
430_11,Kolda,Kolda,Rural,4072912.75,3,4,2022,1,230.846401308129,15.139112003491926,430
430_12,Kolda,Kolda,Rural,2052418.625,1,2,2021,12,230.846401308129,3.246246355303361,430
431_12,Kolda,Kolda,Rural,1466506.5,1,1,2022,5,227.119362018399,13.260561501527718,431
431_1,Kolda,Kolda,Rural,2747007.5,2,3,2022,5,227.119362018399,7.514056743780009,431
431_10,Kolda,Kolda,Rural,1528865.5,1,1,2022,5,227.119362018399,3.72060480139677,431
431_2,Kolda,Kolda,Rural,2858831.75,2,3,2022,5,227.119362018399,8.037859450021825,431
431_4,Kolda,Kolda,Rural,3246336.5,2,3,2022,5,227.119362018399,7.993017546922741,431
431_11,Kolda,Kolda,Rural,842281.125,1,1,2022,5,227.119362018399,3.3128485377564383,431
431_9,Kolda,Kolda,Rural,5006290.5,4,5,2022,5,227.119362018399,10.660695940637277,431
431_7,Kolda,Kolda,Rural,975391.875,1,1,2022,5,227.119362018399,3.2736153644696637,431
431_3,Kolda,Kolda,Rural,1286266.75,1,1,2022,7,227.119362018399,5.228259799214317,431
431_5,Kolda,Kolda,Rural,1217247,1,1,2022,5,227.119362018399,1.665560192055871,431
431_6,Kolda,Kolda,Rural,1663370,1,1,2022,5,227.119362018399,8.21647455259712,431
431_8,Kolda,Kolda,Rural,8965445,5,5,2022,5,227.119362018399,16.103706678306416,431
432_10,Kolda,Kolda,Rural,1541445.75,1,1,2021,12,768.810138729421,6.950133915320821,432
432_7,Kolda,Kolda,Rural,2077390.125,1,2,2021,12,228.960638066615,9.971128066346573,432
432_9,Kolda,Kolda,Rural,2535554,2,2,2021,12,228.960638066615,10.167361326931472,432
432_12,Kolda,Kolda,Rural,2376234.25,2,2,2021,12,228.960638066615,8.005122653862943,432
432_4,Kolda,Kolda,Rural,2563565.25,2,2,2021,12,228.960638066615,13.84250790048014,432
432_3,Kolda,Kolda,Rural,2244860.25,1,2,2021,12,228.960638066615,15.157312265386295,432
432_1,Kolda,Kolda,Rural,2770464.75,2,3,2021,12,228.960638066615,4.35964661719773,432
432_2,Kolda,Kolda,Rural,1554588.25,1,1,2021,12,228.960638066615,6.643345962461807,432
432_11,Kolda,Kolda,Rural,1960969.25,1,1,2021,12,228.960638066615,8.428527629855958,432
432_8,Kolda,Kolda,Rural,1875498.375,1,1,2021,12,228.960638066615,7.028719336534264,432
432_5,Kolda,Kolda,Rural,3414334.75,3,3,2021,12,228.960638066615,17.637249759930164,432
432_6,Kolda,Kolda,Rural,1555989.375,1,1,2021,12,228.960638066615,5.627999650807507,432
433_9,Kolda,Kolda,Rural,2170060.75,1,2,2022,6,232.094915052307,8.336015364469663,433
433_4,Kolda,Kolda,Rural,1832222,1,1,2022,5,232.094915052307,5.652075774770843,433
433_7,Kolda,Kolda,Rural,901518.375,1,1,2022,5,232.094915052307,2.6075701440419032,433
433_2,Kolda,Kolda,Rural,1800120.5,1,1,2022,5,232.094915052307,7.516258053251855,433
433_3,Kolda,Kolda,Rural,1305204.625,1,1,2022,5,232.094915052307,4.0370769096464425,433
433_1,Kolda,Kolda,Rural,1633882.375,1,1,2022,5,232.094915052307,6.9626810999563515,433
433_6,Kolda,Kolda,Rural,1644288,1,1,2022,5,232.094915052307,8.697664600611088,433
433_8,Kolda,Kolda,Rural,2728183.5,2,3,2022,6,232.094915052307,5.473812309035356,433
433_12,Kolda,Kolda,Rural,1720397.625,1,1,2022,6,232.094915052307,6.834004364906155,433
433_11,Kolda,Kolda,Rural,2859490.75,2,3,2022,6,232.094915052307,10.486097250109124,433
433_10,Kolda,Kolda,Rural,3322777,3,3,2022,5,232.094915052307,5.560650196420777,433
433_5,Kolda,Kolda,Rural,3558219,3,3,2022,6,232.094915052307,13.490051156700131,433
434_8,Kolda,Kolda,Rural,4711727,4,4,2021,11,261.304338157251,7.688562549105194,434
434_11,Kolda,Kolda,Rural,1950862.625,1,1,2021,12,261.304338157251,16.322743605412484,434
434_2,Kolda,Kolda,Rural,1334905,1,1,2021,12,261.304338157251,8.972628197293758,434
434_4,Kolda,Kolda,Rural,6757406.5,5,5,2021,12,261.304338157251,16.990002968136185,434
434_6,Kolda,Kolda,Rural,2452719.75,2,2,2021,12,261.304338157251,7.133806721955478,434
434_10,Kolda,Kolda,Rural,1526763.875,1,1,2021,12,261.304338157251,4.355627760803143,434
434_1,Kolda,Kolda,Rural,2325912,2,2,2021,11,261.304338157251,12.904252116979485,434
434_9,Kolda,Kolda,Rural,2107003.5,1,2,2021,12,261.304338157251,9.034464600611088,434
434_3,Kolda,Kolda,Rural,4300118,3,4,2021,12,261.304338157251,5.964529026625928,434
434_12,Kolda,Kolda,Rural,3384063,3,3,2021,11,261.304338157251,4.975838323876037,434
434_5,Kolda,Kolda,Rural,2505618,2,2,2021,11,261.304338157251,5.7887563509384545,434
434_7,Kolda,Kolda,Rural,1769090.5,1,1,2021,12,261.304338157251,8.33642880838062,434
435_11,Kolda,Kolda,Rural,3814950,3,4,2022,6,243.698816391523,13.035396246180708,435
435_5,Kolda,Kolda,Rural,2564886.5,2,2,2022,6,243.698816391523,13.544107202095155,435
435_12,Kolda,Kolda,Rural,3196083.5,2,3,2022,6,243.698816391523,4.255305805325186,435
435_4,Kolda,Kolda,Rural,4851276,4,4,2022,6,243.698816391523,15.665041292012223,435
435_10,Kolda,Kolda,Rural,3465726.5,3,3,2022,6,243.698816391523,13.704691051942383,435
435_13,Kolda,Kolda,Rural,5982039.5,4,5,2022,6,757.833954510013,12.57640646006111,435
435_2,Kolda,Kolda,Rural,1333029.625,1,1,2022,6,243.698816391523,6.100676385857704,435
435_7,Kolda,Kolda,Rural,2430112.5,2,2,2022,6,243.698816391523,8.939128764731558,435
435_3,Kolda,Kolda,Rural,2556195,2,2,2022,6,243.698816391523,7.390617896115233,435
435_1,Kolda,Kolda,Rural,5657462.5,4,5,2022,6,243.698816391523,16.097382103884765,435
435_9,Kolda,Kolda,Rural,1633408.375,1,1,2022,6,243.698816391523,12.068493408991706,435
435_8,Kolda,Kolda,Rural,1508615.75,1,1,2022,7,243.698816391523,6.3900934089917065,435
436_3,Kolda,Kolda,Rural,3500029.75,3,3,2021,12,259.77836732819,4.692209864687909,436
436_10,Kolda,Kolda,Rural,2065610.875,1,2,2021,12,259.77836732819,3.345635617634221,436
436_12,Kolda,Kolda,Rural,1730973.875,1,1,2021,12,259.77836732819,5.914843125272807,436
436_8,Kolda,Kolda,Rural,3881732,3,4,2021,12,259.77836732819,9.392597817546923,436
436_4,Kolda,Kolda,Rural,3544126.75,3,3,2021,12,259.77836732819,8.655761501527717,436
436_6,Kolda,Kolda,Rural,2285631.75,1,2,2021,12,259.77836732819,3.7384129201222174,436
436_1,Kolda,Kolda,Rural,4635305,4,4,2021,12,259.77836732819,7.231815626364034,436
436_7,Kolda,Kolda,Rural,1454339.625,1,1,2021,12,259.77836732819,4.5499369707551285,436
436_2,Kolda,Kolda,Rural,1580437.5,1,1,2021,12,259.77836732819,11.120754604975993,436
436_5,Kolda,Kolda,Rural,1931619.375,1,1,2021,12,259.77836732819,5.035396595373199,436
436_11,Kolda,Kolda,Rural,2150346.75,1,2,2021,12,259.77836732819,11.585476735050197,436
436_9,Kolda,Kolda,Rural,1911509.75,1,1,2021,12,259.77836732819,4.813375818419904,436
437_5,Kolda,Velingara,Urban,3609489.75,3,2,2022,4,118.016172506376,15.064821300742034,437
437_6,Kolda,Velingara,Urban,15733283,5,5,2022,4,118.016172506376,10.766976167612397,437
437_1,Kolda,Velingara,Urban,5457014,4,4,2022,4,118.016172506376,6.307096639022261,437
437_8,Kolda,Velingara,Urban,4704299,4,3,2022,4,118.016172506376,10.16527594936709,437
437_2,Kolda,Velingara,Urban,3795772,3,2,2022,4,118.016172506376,4.803793627237015,437
437_12,Kolda,Velingara,Urban,17457530,5,5,2022,5,118.016172506376,17.15150135312091,437
437_14,Kolda,Velingara,Urban,4033967.5,3,3,2022,5,159.334281360626,9.122085726756875,437
437_15,Kolda,Velingara,Urban,3590859.25,3,2,2022,5,159.334281360626,2.2365367088607595,437
437_3,Kolda,Velingara,Urban,6715489.5,5,4,2022,4,118.016172506376,18.179419991270187,437
437_13,Kolda,Velingara,Urban,3519082.5,3,2,2022,6,159.334281360626,6.630574247053689,437
437_9,Kolda,Velingara,Urban,4325080,3,3,2022,6,118.016172506376,5.794284417285028,437
437_11,Kolda,Velingara,Urban,7356751,5,4,2022,5,159.334281360626,9.35266416412047,437
438_1,Kolda,Velingara,Urban,3816026.5,3,2,2021,12,191.115093132659,4.61582400698385,438
438_14,Kolda,Velingara,Urban,4567706.5,4,3,2021,12,431.821292583499,3.7079465735486687,438
438_2,Kolda,Velingara,Urban,5037696,4,3,2021,12,191.115093132659,5.037383500654736,438
438_12,Kolda,Velingara,Urban,1560990.875,1,1,2021,12,191.115093132659,5.6031671759057184,438
438_6,Kolda,Velingara,Urban,3312473.5,2,2,2021,12,191.115093132659,6.796721780881711,438
438_11,Kolda,Velingara,Urban,1723723.75,1,1,2021,12,191.115093132659,5.175290790048014,438
438_4,Kolda,Velingara,Urban,4204105,3,3,2021,12,191.115093132659,16.030734875600174,438
438_13,Kolda,Velingara,Urban,3466935.5,3,2,2021,12,431.821292583499,16.779377040593626,438
438_10,Kolda,Velingara,Urban,1960512.375,1,1,2021,12,191.115093132659,6.207875338280227,438
438_8,Kolda,Velingara,Urban,3524046.5,3,2,2021,12,191.115093132659,10.09810423395897,438
438_7,Kolda,Velingara,Urban,4173084.75,3,3,2021,12,191.115093132659,11.475078131820165,438
438_3,Kolda,Velingara,Urban,3945137,3,2,2021,12,191.115093132659,14.594516281099956,438
439_14,Kolda,Velingara,Urban,10152162,5,5,2022,6,211.449856908405,7.571490178961152,439
439_8,Kolda,Velingara,Urban,2969535,2,2,2022,5,152.261299259868,4.080773810563073,439
439_1,Kolda,Velingara,Urban,5431132.5,4,4,2022,5,211.449856908405,7.471708773461371,439
439_10,Kolda,Velingara,Urban,5083744,4,3,2022,5,152.261299259868,2.815489131383675,439
439_3,Kolda,Velingara,Urban,18092716,5,5,2022,5,152.261299259868,20.545286075949367,439
439_13,Kolda,Velingara,Urban,3845802.25,3,2,2022,5,211.449856908405,5.262175469227412,439
439_11,Kolda,Velingara,Urban,5146287,4,3,2022,5,211.449856908405,10.422608118725448,439
439_7,Kolda,Velingara,Urban,4107583,3,3,2022,5,152.261299259868,4.048321955477958,439
439_5,Kolda,Velingara,Urban,3275018.25,2,2,2022,5,152.261299259868,14.443147970318638,439
439_2,Kolda,Velingara,Urban,4044724.25,3,3,2022,4,152.261299259868,6.759364469663902,439
439_4,Kolda,Velingara,Urban,6972402.5,5,4,2022,7,152.261299259868,15.81513644696639,439
439_12,Kolda,Velingara,Urban,5504051,4,4,2022,5,152.261299259868,7.772612832824095,439
440_7,Kolda,Velingara,Urban,2380562.75,2,1,2021,11,187.475174867398,7.516933740724575,440
440_12,Kolda,Velingara,Urban,2614457.75,2,1,2021,11,150.389757875492,3.3063521606285464,440
440_4,Kolda,Velingara,Urban,1525817.875,1,1,2021,11,150.389757875492,7.324881012658228,440
440_11,Kolda,Velingara,Urban,3275093,2,2,2021,11,150.389757875492,12.573264775207333,440
440_15,Kolda,Velingara,Urban,7060853,5,4,2021,11,187.475174867398,7.310652116979485,440
440_10,Kolda,Velingara,Urban,758769.6875,1,1,2021,11,150.389757875492,1.6971181143605412,440
440_14,Kolda,Velingara,Urban,2428550.5,2,1,2021,11,187.475174867398,5.4738765604539505,440
440_6,Kolda,Velingara,Urban,2933780.5,2,2,2021,12,150.389757875492,5.783022959406373,440
440_8,Kolda,Velingara,Urban,3080291.5,2,2,2021,11,150.389757875492,4.218616848537756,440
440_13,Kolda,Velingara,Urban,1548480.5,1,1,2021,11,187.475174867398,4.411367961588826,440
440_9,Kolda,Velingara,Urban,1521057.875,1,1,2021,11,187.475174867398,7.194213531209079,440
440_3,Kolda,Velingara,Urban,1277658.125,1,1,2021,11,150.389757875492,6.194083631601921,440
441_9,Kolda,Velingara,Urban,2379285.5,2,1,2022,6,83.289120443428,4.309867132256656,441
441_5,Kolda,Velingara,Urban,3666481.5,3,2,2022,7,83.289120443428,16.703314185945004,441
441_6,Kolda,Velingara,Urban,8262642.5,5,5,2022,6,177.833946468012,11.607856831078132,441
441_4,Kolda,Velingara,Urban,8328439.5,5,5,2022,6,83.289120443428,15.550980008729812,441
441_1,Kolda,Velingara,Urban,4917915.5,4,3,2022,6,83.289120443428,17.670163945875164,441
441_12,Kolda,Velingara,Urban,2605653.75,2,1,2022,7,83.289120443428,6.094129725010912,441
441_7,Kolda,Velingara,Urban,4784001.5,4,3,2022,6,83.289120443428,7.639239109559145,441
441_8,Kolda,Velingara,Urban,3339940.5,3,2,2022,6,83.289120443428,6.335596333478831,441
441_2,Kolda,Velingara,Urban,5359926.5,4,4,2022,7,83.289120443428,10.132888345700568,441
441_10,Kolda,Velingara,Urban,2852235.75,2,2,2022,6,83.289120443428,6.080595373199476,441
441_13,Kolda,Velingara,Urban,6406376,5,4,2022,6,177.833946468012,9.161720820602357,441
441_3,Kolda,Velingara,Urban,9810066,5,5,2022,7,83.289120443428,38.15823622872108,441
442_7,Kolda,Velingara,Urban,3912801.5,3,2,2021,11,120.698703555063,12.98727821911829,442
442_6,Kolda,Velingara,Urban,4357711.5,3,3,2021,11,120.698703555063,16.09335870798778,442
442_15,Kolda,Velingara,Urban,1070059,1,1,2021,11,172.043122183177,5.0111933653426455,442
442_9,Kolda,Velingara,Urban,2349606.5,2,1,2021,11,120.698703555063,7.133906241815801,442
442_8,Kolda,Velingara,Urban,2844988,2,2,2021,11,120.698703555063,3.0204738542121343,442
442_5,Kolda,Velingara,Urban,1397834.75,1,1,2021,11,120.698703555063,3.5245974683544308,442
442_14,Kolda,Velingara,Urban,2231801,1,1,2021,11,172.043122183177,4.26621807071148,442
442_1,Kolda,Velingara,Urban,1498464.625,1,1,2021,11,120.698703555063,8.063622173723266,442
442_11,Kolda,Velingara,Urban,4545395,4,3,2021,11,120.698703555063,9.387934002618945,442
442_13,Kolda,Velingara,Urban,3297023.25,2,2,2021,12,172.043122183177,4.868083457005675,442
442_16,Kolda,Velingara,Urban,2613661.75,2,1,2021,11,172.043122183177,8.377477084242688,442
442_3,Kolda,Velingara,Urban,3281058,2,2,2021,11,120.698703555063,9.969684504583151,442
443_10,Kolda,Velingara,Urban,7440230.5,5,4,2022,6,131.986195696331,5.903057878655609,443
443_7,Kolda,Velingara,Urban,6823530,5,4,2022,6,131.986195696331,6.397992841553907,443
443_15,Kolda,Velingara,Urban,6110958,4,4,2022,6,175.667060329818,13.380356525534701,443
443_3,Kolda,Velingara,Urban,2187959.25,1,1,2022,6,131.986195696331,8.713576604103013,443
443_5,Kolda,Velingara,Urban,4890689,4,3,2022,6,131.986195696331,5.05442653862942,443
443_6,Kolda,Velingara,Urban,5532124,4,4,2022,6,131.986195696331,11.16523334788302,443
443_9,Kolda,Velingara,Urban,2886544.75,2,2,2022,6,131.986195696331,6.069970493234395,443
443_14,Kolda,Velingara,Urban,2144542.75,1,1,2022,6,175.667060329818,7.470407682234832,443
443_13,Kolda,Velingara,Urban,2686730.25,2,1,2022,6,175.667060329818,10.266822173723265,443
443_1,Kolda,Velingara,Urban,5916150.5,4,4,2022,7,131.986195696331,11.20486355303361,443
443_12,Kolda,Velingara,Urban,12744204,5,5,2022,6,131.986195696331,12.258155565255347,443
443_16,Kolda,Velingara,Urban,11361778,5,5,2022,6,175.667060329818,4.637235093845482,443
444_3,Kolda,Velingara,Rural,1885133.875,1,1,2022,5,214.907558426048,8.41708109995635,444
444_8,Kolda,Velingara,Rural,5228831.5,4,5,2022,5,214.907558426048,7.411894194674814,444
444_9,Kolda,Velingara,Rural,4260892,3,4,2022,5,214.907558426048,16.907281012658228,444
444_1,Kolda,Velingara,Rural,8839297,5,5,2022,5,214.907558426048,10.972632387603667,444
444_4,Kolda,Velingara,Rural,2843123.25,2,3,2022,5,214.907558426048,11.424876123963335,444
444_5,Kolda,Velingara,Rural,3585230.75,3,3,2022,5,214.907558426048,6.758078742907028,444
444_12,Kolda,Velingara,Rural,2037906.5,1,2,2022,5,214.907558426048,8.475946224356177,444
444_7,Kolda,Velingara,Rural,1485319.75,1,1,2022,5,214.907558426048,7.274000872981231,444
444_10,Kolda,Velingara,Rural,1087483.875,1,1,2022,5,214.907558426048,5.658969183762549,444
444_2,Kolda,Velingara,Rural,2602606.5,2,2,2022,5,214.907558426048,6.4664792666957664,444
444_11,Kolda,Velingara,Rural,2873177,2,3,2022,5,214.907558426048,7.899276473155828,444
444_6,Kolda,Velingara,Rural,2992028.75,2,3,2022,5,214.907558426048,9.2013485814055,444
445_10,Kolda,Velingara,Rural,5470754.5,4,5,2021,12,264.335882544474,11.645674378000873,445
445_2,Kolda,Velingara,Rural,5094989.5,4,5,2021,11,264.335882544474,6.280621562636403,445
445_11,Kolda,Velingara,Rural,3300895.75,2,3,2021,12,264.335882544474,10.87485674378001,445
445_12,Kolda,Velingara,Rural,8048844.5,5,5,2021,12,264.335882544474,6.07692570929725,445
445_9,Kolda,Velingara,Rural,1181754.375,1,1,2021,11,264.335882544474,5.186776778699258,445
445_3,Kolda,Velingara,Rural,1634190.875,1,1,2021,11,264.335882544474,5.677411086861633,445
445_8,Kolda,Velingara,Rural,2648819.75,2,2,2021,12,264.335882544474,5.189760628546487,445
445_6,Kolda,Velingara,Rural,2192279,1,2,2021,12,264.335882544474,5.6625910082933215,445
445_7,Kolda,Velingara,Rural,1748959.75,1,1,2021,11,264.335882544474,2.8585358358795285,445
445_1,Kolda,Velingara,Rural,2748041.75,2,3,2021,11,264.335882544474,19.631923526844172,445
445_5,Kolda,Velingara,Rural,2553235.25,2,2,2021,12,264.335882544474,5.305762723701441,445
445_4,Kolda,Velingara,Rural,2026710.875,1,2,2021,12,264.335882544474,9.285748057616761,445
446_5,Kolda,Velingara,Rural,3400467.25,3,3,2022,5,202.162738843549,9.456327891750327,446
446_11,Kolda,Velingara,Rural,3243608.75,2,3,2022,5,202.162738843549,8.493277695329551,446
446_7,Kolda,Velingara,Rural,4363204.5,3,4,2022,5,202.162738843549,8.129160017459625,446
446_2,Kolda,Velingara,Rural,3183742.25,2,3,2022,5,202.162738843549,9.637187254474028,446
446_12,Kolda,Velingara,Rural,7161271,5,5,2022,5,202.162738843549,8.979304757747709,446
446_6,Kolda,Velingara,Rural,8383488,5,5,2022,5,202.162738843549,8.843516717590573,446
446_9,Kolda,Velingara,Rural,2079963.75,1,2,2022,5,202.162738843549,12.295262854648625,446
446_4,Kolda,Velingara,Rural,4097133.5,3,4,2022,5,202.162738843549,12.72096726320384,446
446_3,Kolda,Velingara,Rural,3918887.75,3,4,2022,5,202.162738843549,10.688604452204277,446
446_13,Kolda,Velingara,Rural,2982082.5,2,3,2022,5,433.284128524572,6.76512684417285,446
446_14,Kolda,Velingara,Rural,6764892,5,5,2022,5,433.284128524572,6.753075163683981,446
446_1,Kolda,Velingara,Rural,4449429,3,4,2022,7,202.162738843549,15.705896813618507,446
447_11,Kolda,Velingara,Rural,1200112.875,1,1,2021,11,139.968072630372,2.2765803579223047,447
447_9,Kolda,Velingara,Rural,1370152,1,1,2021,11,139.968072630372,4.33129463116543,447
447_12,Kolda,Velingara,Rural,1609539.375,1,1,2021,11,351.636889418767,4.282344478393715,447
447_10,Kolda,Velingara,Rural,1446090.375,1,1,2021,11,351.636889418767,5.18980846791794,447
447_2,Kolda,Velingara,Rural,7047727.5,5,5,2021,12,139.968072630372,23.69918673068529,447
447_4,Kolda,Velingara,Rural,3320243.75,2,3,2021,11,139.968072630372,11.238032649498036,447
447_7,Kolda,Velingara,Rural,2242963.5,1,2,2021,11,139.968072630372,4.4750980357922305,447
447_5,Kolda,Velingara,Rural,2785265.5,2,3,2021,11,139.968072630372,9.54904094281973,447
447_6,Kolda,Velingara,Rural,2185077.75,1,2,2021,11,139.968072630372,5.96848363160192,447
447_3,Kolda,Velingara,Rural,1539035,1,1,2021,11,139.968072630372,5.728461632474902,447
447_8,Kolda,Velingara,Rural,1142346.5,1,1,2021,11,139.968072630372,2.8367277171540812,447
447_1,Kolda,Velingara,Rural,2959947,2,3,2021,11,139.968072630372,4.7903790484504585,447
448_7,Kolda,Velingara,Rural,4114565.25,3,4,2022,6,168.363257914946,10.85073557398516,448
448_3,Kolda,Velingara,Rural,2243832.75,1,2,2022,6,168.363257914946,8.161768310781317,448
448_5,Kolda,Velingara,Rural,2055566.5,1,2,2022,6,168.363257914946,9.90774718463553,448
448_9,Kolda,Velingara,Rural,5476860.5,4,5,2022,6,168.363257914946,14.809624792666957,448
448_1,Kolda,Velingara,Rural,3602478,3,3,2022,6,168.363257914946,12.007683980794413,448
448_2,Kolda,Velingara,Rural,2620548.25,2,2,2022,7,541.725394097378,9.365032562199913,448
448_6,Kolda,Velingara,Rural,2973037.5,2,3,2022,7,168.363257914946,8.429508162374509,448
448_11,Kolda,Velingara,Rural,4399845,3,4,2022,6,168.363257914946,11.117127891750329,448
448_4,Kolda,Velingara,Rural,1231143.125,1,1,2022,6,168.363257914946,2.302423745089481,448
448_10,Kolda,Velingara,Rural,2542885.25,2,2,2022,6,168.363257914946,5.224751462243562,448
448_8,Kolda,Velingara,Rural,2907026.25,2,3,2022,6,168.363257914946,9.24334212134439,448
448_12,Kolda,Velingara,Rural,3212039.5,2,3,2022,6,168.363257914946,9.153773548668704,448
449_2,Kolda,Velingara,Rural,1925133.25,1,1,2021,12,279.116928463771,3.4377588825840246,449
449_8,Kolda,Velingara,Rural,2262711.25,1,2,2021,12,279.116928463771,9.00506329113924,449
449_9,Kolda,Velingara,Rural,4607440.5,4,4,2021,12,279.116928463771,11.40558079441292,449
449_10,Kolda,Velingara,Rural,2175219.5,1,2,2021,12,279.116928463771,4.964861807071148,449
449_7,Kolda,Velingara,Rural,3857928,3,4,2021,12,279.116928463771,4.5502854648625055,449
449_6,Kolda,Velingara,Rural,2664341.25,2,2,2021,12,279.116928463771,5.155764295067656,449
449_3,Kolda,Velingara,Rural,1581368.875,1,1,2021,12,279.116928463771,7.525044434744653,449
449_4,Kolda,Velingara,Rural,1128254.625,1,1,2021,12,279.116928463771,4.293256743780009,449
449_11,Kolda,Velingara,Rural,6039089,4,5,2021,12,279.116928463771,22.0557807071148,449
449_5,Kolda,Velingara,Rural,2899219.75,2,3,2021,12,279.116928463771,14.409277346137058,449
449_1,Kolda,Velingara,Rural,1185048.5,1,1,2021,12,279.116928463771,5.080619118288957,449
449_12,Kolda,Velingara,Rural,4755874,4,4,2021,12,279.116928463771,10.04816831078132,449
450_10,Kolda,Velingara,Rural,861034.875,1,1,2022,6,284.221150072252,4.593602444347447,450
450_7,Kolda,Velingara,Rural,2637700.75,2,2,2022,6,284.221150072252,14.087128415539066,450
450_9,Kolda,Velingara,Rural,1228779.5,1,1,2022,6,284.221150072252,8.059166128328242,450
450_1,Kolda,Velingara,Rural,3615819.5,3,4,2022,7,284.221150072252,8.79373304233959,450
450_2,Kolda,Velingara,Rural,4602117.5,4,4,2022,6,284.221150072252,12.99147202095155,450
450_12,Kolda,Velingara,Rural,3561226.75,3,3,2022,6,284.221150072252,9.587760104757749,450
450_3,Kolda,Velingara,Rural,1055052.125,1,1,2022,6,284.221150072252,7.8925821038847666,450
450_5,Kolda,Velingara,Rural,3219280.5,2,3,2022,7,284.221150072252,20.76321780881711,450
450_8,Kolda,Velingara,Rural,1197954.25,1,1,2022,6,284.221150072252,7.186686337843737,450
450_11,Kolda,Velingara,Rural,2458786.25,2,2,2022,6,284.221150072252,10.17783954604976,450
450_6,Kolda,Velingara,Rural,1005371.8125,1,1,2022,6,284.221150072252,4.9536907900480145,450
450_4,Kolda,Velingara,Rural,2300910.75,1,2,2022,6,284.221150072252,4.305085290266259,450
451_1,Kolda,Velingara,Rural,2234980,1,2,2021,12,214.90588052922,4.648147359231777,451
451_14,Kolda,Velingara,Rural,2383757,2,2,2021,12,475.23411444322,4.72629803579223,451
451_10,Kolda,Velingara,Rural,3243177,2,3,2021,12,214.90588052922,4.615346311654299,451
451_5,Kolda,Velingara,Rural,2553568.5,2,2,2021,12,214.90588052922,4.789983064164121,451
451_11,Kolda,Velingara,Rural,3281271,2,3,2021,12,214.90588052922,16.011915495416847,451
